name,r1_1_1,r1_1_2,r1_1_3,r1_1_4,r1_1_5,r1_2_1,r1_2_2,r1_2_3,r1_2_4,r1_2_5,FoldCh
C9,0.422717176,0.334780537,0.347980544,0.383985921,0.390413237,0.108285511,0.165336197,0.304805591,0.189844404,0.11914419,-0.657342832
Serpind1,-0.005856305,-0.117730684,-0.069727772,-0.095982698,-0.068905852,-0.249038096,-0.214455766,0.053834803,-0.173080114,-0.151569965,-0.245496225
Tfrc,0.11156222,-0.184536118,0.023931579,-0.297503193,-0.026097201,-0.010394047,-0.082763391,0.209909238,0.061375783,0.150902936,0.469934292
Ahsg,1.111439485,1.041139582,1.140323607,0.972544579,0.999696449,1.013769261,0.997659324,1.095433142,1.215704201,1.115022969,0.124173437
Fetub,0.183066959,0.096623346,0.045606642,0.085897103,0.024978202,0.144325185,0.137628097,0.389648947,0.210683688,0.11961545,0.384803109
Kng1,1.160225145,1.118467787,1.149229236,1.073888615,1.098348976,1.146253811,1.138615847,1.191579164,1.117762488,1.081800419,0.059829526
Hrg,0.715149378,0.642236241,0.619215324,0.639171701,0.717831712,0.582160507,0.542810081,0.771354242,0.606252786,0.543315512,-0.18274753
Adipoq,0.473110672,0.647005958,0.595697443,0.563373811,0.613891089,0.470465091,0.431632148,0.113315461,0.548135017,0.447986618,-0.5933911
Serping1,-0.62355726,-0.676923244,-0.558986929,-0.997862725,-0.625623022,-0.576744013,-0.552846103,-0.33669153,-0.472687004,-0.469096876,0.714655968
C3,2.169651195,2.202676615,2.163846063,2.217997563,2.179175573,2.151432244,2.162893202,2.137302159,2.154840373,2.10856914,-0.128909432
Cfb,0.866241976,0.798226035,0.789722625,0.803240552,0.820625488,0.760458246,0.794803059,0.742110997,0.826527979,0.825740096,-0.082021035
C2,0.005277052,-0.168639733,0.005168331,-0.155583164,-0.134535987,-0.493330492,-0.53087334,-0.44337878,-0.50882827,-0.496582685,-1.354683634
Apom,-0.894575781,-1.185602228,-1.23089791,-1.002500599,-1.010798535,-0.90726072,-1.073085808,-0.67229065,-0.803721545,-0.979479912,0.592020428
Mbl2,0.387349963,0.319199461,0.353506342,0.296690644,0.462748626,0.208633369,0.191098961,0.428654275,0.349235833,0.294171398,-0.225321954
Rbp4,0.109977649,-0.032471655,-0.037902579,-0.056747256,0.078609737,-0.513859962,-0.361659126,-0.288720972,-0.1098236,-0.145754242,-0.990711172
Spp2,-0.056939981,0.060402889,0.017881921,0.08597278,0.029484238,0.177302436,0.110273694,-0.078435227,0.105966484,0.168060505,0.228113329
F13b,0.956448789,0.855011054,0.844467381,0.847370627,0.95168893,0.663245088,0.718097005,0.883088228,0.811627213,0.824484279,-0.360906479
C4bp,1.364133333,1.27497597,1.296364911,1.265400923,1.317633092,1.291884823,1.277714099,1.316933014,1.337841059,1.312054621,0.021256391
Pigr,-0.396110567,-0.582977184,-0.65090717,-0.526399578,-0.618387646,-0.686206859,-0.824749516,-0.793665294,-0.736787666,-0.750900133,-0.68744348
Apcs,-0.555229419,-0.60154568,-0.572168537,-0.578362146,-0.501913053,-1.07465795,-0.735318522,-0.537738838,-0.879144715,-0.877637619,-0.862419063
Hc,1.505943395,1.525368755,1.56687905,1.524565113,1.5239161,1.441999715,1.427183843,1.382621538,1.44091886,1.409766145,-0.353077025
Gsn,1.04441187,1.250894911,1.24925469,1.345652902,1.2305199,1.123060783,1.098414072,1.01969668,1.094396345,1.035232508,-0.489846921
Fcna,0.849628537,1.018434659,-0.094774688,1.02700987,0.93272264,0.93381435,0.893669607,0.727147866,0.550606078,0.918049237,0.196262007
Cat,-0.513268012,0.0603922,0.186176774,0.131992058,-0.293005679,0.476605997,0.453648442,-0.131161607,0.288205931,0.359226411,1.248263662
F2,1.009489268,0.950579086,0.972403699,0.998806946,0.974221733,0.896085526,0.931248581,1.025216469,0.985302971,0.972754948,-0.053209986
Car2,-0.495240608,-0.498947326,-0.439482905,-0.520737371,-1.056908638,-0.345250077,0.438319747,-1.008028903,0.417692204,-1.427680255,0.684643649
Bche,-1.569062799,-1.38223215,-1.30462131,-1.487350337,-1.825456725,-1.923885759,-1.817294784,-2.135047368,-2.306373962,-1.545213681,-1.457030077
Ambp,0.334779944,0.253962556,0.181310456,0.297504164,0.309039533,0.125003016,0.056666793,0.295883366,0.158568207,0.170424706,-0.373931426
Orm1,-1.207584142,-1.489616254,-1.362517207,-1.585221373,-1.277255622,-1.40937478,-1.234203075,-1.528917877,-1.184073687,-2.222035927,-0.466215466
Vcp,-0.956841927,-1.187825424,-0.7040963,-0.783355642,-0.880462042,-0.232754256,-0.154049714,0.071820916,-0.080051296,-0.099441707,2.688236681
Hgfac,-0.558217615,-0.037177242,-0.082425407,-0.520202232,-0.254566596,-0.37979334,-0.04156038,-0.197130927,-0.159699183,-0.103983184,0.380971411
Alb,2.486684315,2.574193495,2.545179311,2.636300835,2.530397044,2.671693296,2.704349302,2.618720342,2.667157821,2.657803525,0.385891318
Pf4,-0.682258768,-0.696720911,-0.877637737,-0.995930277,-0.976521696,0.06696423,0.039836244,0.195512759,-0.514163637,0.00230844,2.684510978
C8b,1.311152307,1.346198403,1.324384802,1.3609314,1.340152773,1.159531444,1.165295504,1.169188856,1.119370007,1.132091024,-0.615356677
Igsf10,0.472593683,0.414601821,0.239126577,0.469767673,0.479185027,0.600098697,0.745263676,0.886068206,0.91226318,0.817489088,1.268208278
Acta1,0.284934457,0.398451586,0.410689576,0.178727559,0.175278244,0.354443737,0.498614248,0.299713321,0.232136752,0.284456587,0.146373968
Ecm1,0.200698866,0.210332336,0.192420554,0.189081694,0.233993175,0.078467051,0.079246282,-0.041840696,-0.087217374,-0.006295355,-0.673337389
Actg1,0.284934457,0.398451586,0.410689576,0.178727559,0.175278244,0.354443737,0.498614248,0.299713321,0.232136752,0.284456587,0.146373968
Mst1,-0.791697569,-0.93861104,-0.776381078,-0.896340309,-0.833635487,-0.933055736,-1.023236259,-0.964611792,-0.870264836,-0.937787837,-0.33723086
Mmrn1,-1.479192029,-0.223583669,-0.486164995,-0.626359819,-0.273485647,-0.128610494,-0.235734737,-1.314756644,-0.518117335,-0.188839037,0.447917485
Gpx3,0.36439307,0.366519865,0.369506692,0.282174314,0.468459245,-0.10192138,-0.298858816,0.085764581,0.200480596,0.195701645,-1.173399616
Aldoa,-1.164141562,-1.044415927,-1.043257445,-1.084674215,-0.995445996,-0.953697637,-1.021554837,-0.886798452,-0.977107684,-0.615079693,0.583876523
Gpx1,0.045628037,0.060218513,0.179031529,0.023607427,0.027649806,0.032458445,-0.010981891,0.011439687,-0.208081502,0.002963993,-0.33805055
Apoc2,-0.559411859,-0.684878117,-0.750020522,-0.580129728,-0.665453019,-0.34773428,-0.423866313,-0.156607783,-0.327247772,-0.24230736,1.166262848
Grn,-0.672772021,-0.583875013,-0.524436066,-0.572597236,-0.482104341,-0.632261119,-0.572353867,-1.377262814,-0.53741287,-0.739987425,-0.711525411
Reln,-0.782208237,-0.559943592,-0.426123131,-0.744795881,-0.655406947,-0.466089928,-0.570337793,-1.533248711,-0.674144932,-0.582249422,-0.471684777
Igfals,0.050818606,-0.176722867,-0.135231614,-0.121353166,-0.152040506,-0.395619423,-0.175929971,-0.01672085,-0.244961429,-0.409625905,-0.471103575
Acta2,0.284934457,0.398451586,0.410689576,0.178727559,0.175278244,0.354443737,0.498614248,0.299713321,0.232136752,0.284456587,0.146373968
F13a1,1.054211396,1.086268856,1.159392663,1.084780592,1.113252748,1.014205603,0.991328143,1.04395896,0.960874005,0.997070937,-0.317362206
Hspa1a,-1.204999197,-0.540052401,-0.845639697,-0.481237062,-0.512730688,-0.214617972,-0.341038576,-1.293818379,-0.722290773,-0.267744897,0.475550229
Mbl1,0.788367934,0.849348852,0.875739462,0.886452014,0.866433789,0.757219146,0.707415348,0.614482953,0.706644303,0.783818972,-0.460807984
C1qb,0.944449476,0.851352935,0.852011505,0.845608451,0.899768481,0.70344473,0.757082606,0.638654164,0.908336052,0.866302726,-0.345694514
Sepp1,-0.334883568,-0.537169194,-0.516142051,-0.458853104,-0.840912853,-0.619904353,-0.151704429,-0.066872003,-0.121145312,-0.310455843,0.949703888
C1qc,0.61116481,0.555285766,0.730457244,0.657763738,0.6955456,0.604124818,0.432997963,-0.009260787,0.182896204,0.441931316,-1.07669031
C4b,1.497883538,1.435281222,1.431707075,1.467126826,1.439458766,1.333481829,1.308534735,1.401422212,1.320639284,1.30021782,-0.392816098
Fbln1,-0.16272884,0.15300755,0.076969135,0.081283554,0.216777337,0.020307804,0.046493915,-0.109305064,0.068427608,0.127747985,-0.141657028
Serpina6,-1.673815096,-1.650618927,-1.477216075,-1.490728742,-1.438228958,-1.486106653,-1.261029652,-0.603219927,-1.006284807,-1.285025222,1.406977935
Tgm2,-1.421413347,-1.475945737,-1.461641196,-0.975011195,-1.496035859,-0.888599756,-0.937924479,-1.054463938,-1.120200736,-0.817374193,1.337519794
Pglyrp2,-0.790330133,-0.929595339,-0.8924122,-0.949073154,-1.014861053,-1.047369201,-0.914904228,-0.829129053,-1.079077493,-1.011683592,-0.209486388
Serpina10,-0.25541203,-0.479617279,-0.37848905,-0.507877811,-0.489701879,-0.57215038,-0.662016124,-0.263841446,-0.589868454,-0.493478684,-0.310299445
Itih2,0.94941257,0.828260556,0.902461669,0.872692446,0.872795251,0.826742013,0.7952411,0.780658451,0.764520281,0.82159353,-0.287189129
Igj,0.852154028,0.926813335,0.942003833,0.871719466,0.899338085,0.93928602,0.83269764,0.772211807,0.773607409,0.795726857,-0.24799946
Apoc1,0.279555187,0.219607231,0.260915985,0.294331166,0.290393416,0.416599659,0.451855469,0.485238436,0.3961488,0.494981033,0.60525913
Lum,-0.646090223,-0.744562377,-0.756144638,-0.702103655,-0.622337316,-0.63191847,-0.729422661,-0.648713916,-0.632694871,-0.662519041,0.105094442
Proz,-0.353156542,-0.697458414,-0.82407632,-0.743368842,-1.119205829,-0.283420742,-0.79687273,-0.358631553,-0.752145446,-0.596605755,0.633895289
Lcat,-0.863352234,-0.731883213,-1.910068481,-1.484788155,-1.574627735,-1.742319473,-0.594664003,-0.714827429,-0.540232006,-1.52279853,0.957162361
Saa2,-0.904096132,-1.282752149,-1.266113571,-1.305443509,-1.276510302,-1.015286048,-1.650964564,-1.450940107,-1.689814923,-1.202459853,-0.665988443
Serpina3k,1.12754369,1.148248459,1.1682717,1.194897669,1.17939201,1.314976127,1.319360592,1.327590608,1.276800529,1.324449562,0.508415565
Actb,0.284934457,0.398451586,0.410689576,0.178727559,0.175278244,0.354443737,0.498614248,0.299713321,0.232136752,0.284456587,0.146373968
Postn,-0.906611283,-1.385286372,-1.479409907,-1.419668727,-1.334046893,-1.675658257,-1.85691704,-1.570812114,-1.732420804,-1.568466044,-1.268540205
Itih1,0.970190355,0.890018374,0.976857843,0.990893371,0.974649504,0.917254785,0.880313454,0.9818626,1.034761397,0.997081468,0.015439064
Azgp1,0.253705741,0.027811157,0.266356689,-0.146010116,0.025870486,-0.146599546,-0.058619471,0.055527167,-0.035043437,-0.041168633,-0.43764997
Saa1,-1.979040189,-1.671458716,-1.610601075,-1.502899107,-1.699098771,-1.484805659,-1.760270623,-1.125732964,-1.568281217,-1.483015191,0.706830047
Hspa1b,-1.204999197,-0.540052401,-0.845639697,-0.481237062,-0.512730688,-0.214617972,-0.341038576,-1.293818379,-0.722290773,-0.267744897,0.475550229
F5,-0.308274148,-0.440134174,-0.409343639,-0.460488251,-0.36712826,-0.962063082,-2.055602399,-1.563807396,-0.520062299,-0.741753993,-2.58342038
Gapdh,-1.030458565,-1.086613895,-0.982779474,-1.02744674,-1.024796901,-0.393603685,-0.466816044,-0.284385079,-0.326129152,-0.513513838,2.114045492
C8a,1.179317546,1.218506259,1.261915097,1.234308788,1.237537454,1.152667764,1.117881025,1.005229369,1.057046119,1.021244759,-0.513130361
Afm,0.282773443,0.171795158,0.247362091,0.28242837,0.253080186,0.464872959,0.503147014,0.424381624,0.525558018,0.464056865,0.764521042
Apoc3,0.128036072,-0.216232693,0.018615857,0.048326539,0.121468252,0.016618977,-0.038309086,0.502865333,0.44223808,0.278180134,0.747682062
Thbs1,-0.523230389,-0.470240843,-0.438233085,-0.536748307,-0.407414896,0.430463543,0.387014598,0.340211167,0.401449625,0.578660051,3.012807485
Masp1,-0.285469766,-0.494078741,-0.625240663,-0.350665771,-0.437463882,-0.553293999,-0.613434444,-0.284751884,-0.458410647,-0.468983668,-0.120972217
Masp2,-0.041947302,-0.147027704,-0.13044773,-0.0755447,-0.119157205,-0.10383004,-0.055506935,0.100467153,-0.028480511,-0.032630656,0.266886087
Fgb,2.144427305,2.124894151,2.1364564,2.187486514,2.137133236,2.051593006,2.058745682,1.943704796,2.005027628,2.010549585,-0.427889651
F10,-0.380949866,-0.305804508,-0.270267971,-0.299730237,-0.337648762,-0.29930304,-0.323846168,-0.191322753,-0.367446361,-0.402899253,0.009217192
Fga,2.183940769,2.221883745,2.267384307,2.248186989,2.231324341,2.181304243,2.170728957,2.063771589,2.120997461,2.108874538,-0.323836698
C8g,0.937832018,0.830427638,0.862291936,0.909517059,0.942755589,0.696634589,0.668446071,0.681190943,0.711716622,0.671916978,-0.698375037
Serpina1c,-1.963584805,-1.507960292,-1.525554841,-1.946472847,-1.591956421,-2.070820443,-0.82673022,-0.174854455,-0.288664673,-2.188010392,2.010655005
Orm2,-1.207584142,-1.489616254,-1.362517207,-1.585221373,-1.277255622,-1.40937478,-1.234203075,-1.528917877,-1.184073687,-2.222035927,-0.466215466
Serpina1d,0.333515906,0.266751276,0.285364583,0.133475854,0.22741389,0.836132727,0.501465592,0.731739258,0.703160904,0.527677035,1.375776712
Cfd,-0.888126344,-0.792844741,-0.550182349,-0.826718143,-0.669187491,-0.708473665,-0.80803868,-0.622238155,-0.57921632,-0.603258689,0.270829079
Fgg,2.283422363,2.438017401,2.44291216,2.407526073,2.373601697,2.338132905,2.31619376,2.144478897,2.292045391,2.278536221,-0.369370133
Apoa4,0.645795313,0.675971636,0.730390764,0.579219881,0.629385343,0.698545926,0.71542523,0.872918864,0.777646133,0.752807924,0.381545547
F7,-0.70736375,-0.346035804,-0.501388861,-0.587197351,-0.537132039,-0.68783444,-0.773030813,-1.519502362,-0.720303296,-0.820738835,-1.255935702
Vwf,0.806116164,0.776736922,0.814679128,0.787962054,0.819586239,0.741858851,0.720107638,0.542138808,0.686363001,0.745644238,-0.379973108
C1qa,0.291957751,0.504296554,0.262192396,0.469202804,0.366686348,0.06071357,0.264983599,0.278393072,0.424294986,0.2361537,-0.413534474
Cfi,0.691106808,0.684837698,0.733946102,0.757680736,0.749988064,0.613542301,0.695166539,0.756790802,0.663894942,0.703101787,-0.114801575
Serpina1e,0.569567881,0.555114751,0.711292457,0.722961546,0.783265019,0.780894023,0.794318766,0.743213943,0.922952513,0.685446631,0.395091634
Serpina1a,0.343077617,0.358872285,0.139207491,0.213068368,0.125118744,0.377454732,0.347114825,0.530094942,0.511066439,0.445559232,0.695727132
Serpina1b,1.130855004,1.074393997,1.105052103,1.125794426,1.121569363,1.277889769,1.188438188,1.321349857,1.237786987,1.235944731,0.481902828
Fn1,2.16825274,2.22984129,2.254335659,2.260603302,2.197047502,2.141342849,2.148625599,2.058593308,2.153227541,2.143376599,-0.29450981
Apob,-0.733735355,-0.866886251,-0.931797472,-0.868861716,-0.781263648,-0.835861316,-0.862129875,-0.968239371,-0.731513412,-0.661600215,0.069558047
B2m,0.602781834,0.36310758,-0.012589744,0.420080798,0.473524271,0.500926017,0.588739032,0.753180931,0.422421762,0.576193173,0.669325689
Trf,2.255409318,2.294335348,2.307484901,2.316465901,2.326712157,2.273722998,2.269911112,2.192386213,2.270092801,2.225494402,-0.163472445
C1s1,-0.241706654,-0.253853336,-0.219719417,-0.236929746,-0.155425937,-0.882207217,-0.824371332,-1.175704509,-0.359937523,-0.714078627,-1.918478538
C1ra,-0.165890227,-0.161710951,-0.202793669,-0.120574782,-0.269168566,-0.415284241,-0.429560839,-0.31225976,-0.418265199,-0.627601006,-0.855237941
C1s2,-1.512910047,-1.99884302,-1.859296556,-1.667732829,-1.614413118,-0.76343932,-1.744631762,-0.9545082,-1.252628369,-2.15238415,1.187150814
Gc,0.954977956,0.973380204,1.016910572,0.977274345,0.971080367,1.035556894,0.958420694,0.95808855,0.96150107,0.98661106,0.011868819
Serpina3m,0.001254878,-1.134767998,-1.13112508,0.472429856,-1.523418489,-0.605132986,-0.607285553,-0.413363979,-0.29397347,-0.52821506,0.585277416
Cfh,1.319119107,1.332730966,1.367769496,1.322379747,1.318058239,1.188589653,1.187627405,1.267242265,1.270877953,1.232738053,-0.330231695
Crp,-0.132017113,-0.311749954,-0.246407054,-0.320465535,-0.254246423,-0.351452553,-0.420601416,-0.331629615,-0.497429503,-0.411832141,-0.503048525
Hpx,1.60470896,1.499791313,1.504513054,1.585679104,1.557025096,1.343630117,1.392216787,1.534688941,1.471963893,1.443665309,-0.362505228
Ttr,-0.169123993,0.047793199,-0.120417263,-0.099817863,-0.107801575,0.054553926,0.047470664,0.272761977,0.168285058,0.203857875,0.80776853
Cp,1.552058808,1.53138902,1.545382154,1.49186756,1.564499289,1.383626312,1.352733289,1.50573914,1.444737048,1.412883309,-0.376492958
Serpinf2,0.966661906,0.976968849,0.772060281,0.824638017,0.906633821,0.862770979,0.814482231,0.954498916,0.769938016,0.609952802,-0.282770928
Apoe,0.988644275,0.859024564,0.891543032,0.885335789,0.931769995,0.933827735,0.979381338,1.099159379,1.086887507,1.040447967,0.398783773
Serpinc1,0.581644742,0.515669056,0.521216174,0.432205217,0.451975605,0.501338266,0.494568495,0.68401408,0.506347509,0.511630483,0.138171766
Hp,0.881425941,0.480648376,0.562345874,0.710201986,0.766374602,-2.147458623,-1.776339362,-1.421527373,-1.014386169,-1.992110818,-7.848173672
Klkb1,0.566145414,0.524615282,0.565619338,0.516278848,0.487666977,0.530083272,0.523307758,0.735005091,0.534948051,0.551598113,0.153445562
Apoa1,1.479163369,1.52545159,1.526185457,1.448840196,1.474856209,1.849775652,1.844443229,1.781973968,1.852284151,1.851500478,1.163537025
Lrp1,-0.800783649,-0.622874466,-0.846142284,-0.936197378,-0.854890224,-1.022575362,-1.092969036,-0.917931377,-0.988889067,-0.898462595,-0.577292315
Hspa5,-1.204999197,-0.540052401,-0.845639697,-0.481237062,-0.512730688,-0.214617972,-0.341038576,-1.293818379,-0.722290773,-0.267744897,0.475550229
Hspa1l,-1.204999197,-0.540052401,-0.845639697,-0.481237062,-0.512730688,-0.214617972,-0.341038576,-1.293818379,-0.722290773,-0.267744897,0.475550229
Psmb1,-0.204542905,-0.59026403,-0.57951854,-0.294927497,-0.428947816,-1.078076406,-1.08418374,-0.948902402,-0.989800437,-1.173462851,-2.127006654
Tns4,-0.381151492,-0.063965149,-0.104549873,-0.072760894,0.071859869,-0.121969,-0.357893611,-1.314306358,-1.115726255,-1.032995625,-2.294228746
Efemp1,-0.066023476,0.047715708,0.12518292,0.060894205,0.014551598,-0.041288638,-0.049156709,-0.201337805,0.026302654,-0.032159396,-0.32304174
Psma6,-0.165670507,-0.073656894,-0.025563935,-0.145739844,-0.080358584,-0.094511604,-0.116527876,-0.030942781,-0.052651742,-0.077308259,0.081731506
Thbs4,-0.587758362,0.446485444,0.080753164,0.226657664,-0.328828269,-0.081252709,-0.25592541,-1.102748178,-0.132963894,-0.140193894,-1.046299944
Psmb5,-0.766062673,-0.503134523,-0.609641851,-0.290022053,-0.409868678,-0.15903662,-0.317251074,-0.469642047,-1.230558869,-0.273744912,0.085888254
Ywhaz,-1.392720461,-1.197789724,-1.283172279,-1.272183789,-0.962749025,-0.941089239,-1.281114215,-1.462523569,-1.165665609,-1.091158124,0.094346608
Hbb-bs,1.049057016,1.030074373,1.086562751,1.074702135,1.065465675,1.359046628,1.357723141,1.310039602,1.413699986,1.438842129,1.059226152
Psmb8,-0.214208013,-0.439351246,-0.215392914,-0.35829556,-1.269151581,-1.590376231,-1.563144253,-0.364836888,-1.617747614,-1.83924865,-2.960507885
Psma7,0.127813767,0.146631894,0.102550549,-0.079387973,0.036472923,-0.152178294,-0.225665248,0.21532531,0.118723006,0.043824122,-0.213318086
Psma1,0.146663183,-0.12608103,0.038211433,-0.020076699,0.037071279,-0.061491521,0.039387321,0.154845423,-0.109116823,-0.115651489,-0.111114736
Spata5,-1.354313354,-1.535165049,-1.419532913,-1.472474545,-1.410263718,-1.138610101,-0.864404421,-0.923400572,-1.08441286,-1.181574324,1.323948975
Mad2l1,-1.238859387,-1.397163903,-1.982236255,-1.591483584,-1.60534331,-1.876910776,-1.730973606,-1.647325192,-1.562255016,-1.622813702,-0.432459777
Psma5,-0.20220353,-0.29384147,-0.219796534,-0.252997439,-0.26722916,-0.230660887,-0.321985176,0.058416076,-0.060282805,-0.130968772,0.375268911
Psma4,-0.670538629,-0.877459792,-0.818702096,-0.920086441,-0.942145131,-0.989456232,-0.047856191,-0.705867258,-0.825132096,-0.784396488,0.565933435
Hspa2,-1.204999197,-0.540052401,-0.845639697,-0.481237062,-0.512730688,-0.214617972,-0.341038576,-1.293818379,-0.722290773,-0.267744897,0.475550229
Fap,-1.516717671,-1.446675438,-1.442593414,-1.597553902,-1.553950359,-1.516323977,-1.284090714,-1.439144151,-1.328006369,-1.444074329,0.350213598
Mfap4,-1.673380825,-1.665828579,-1.734612428,-1.473666446,-1.6064193,-1.569964546,-1.428089033,-1.302381388,-1.547404734,-0.924160773,0.920106713
Pkm,0.336734162,0.102141254,0.254153663,0.100575596,0.201710854,-0.05251841,0.014780874,0.165290523,-0.117305867,-0.075789168,-0.706494209
Loxl1,-0.888433952,-0.30212234,-0.269446281,-0.216486343,-1.94124111,-0.481929395,-0.7665119,-1.350109096,-0.870174496,-0.635222789,-0.329203549
Psmb3,-1.904679086,-1.181839897,-1.439269425,-1.08479854,-1.046369186,-1.490603916,-2.090882341,-1.400806662,-1.400844224,-1.432208569,-0.759337726
Psma3,-0.018545798,0.038518304,0.177917328,0.045188677,0.13611746,0.009942683,0.037052919,0.058208641,0.028797629,0.028970202,-0.142294761
Ubtfl1,-0.050330277,0.209370376,0.187168652,0.255103832,0.260790572,0.573645154,0.72964114,0.328731423,0.691360922,0.655859895,1.410966858
Ces3a,-0.572145296,-0.536108366,-0.492876792,-0.530532043,-0.389104698,-0.506316339,-0.323737338,-0.118664926,-0.417946353,-0.370606061,0.527810777
Actg2,0.284934457,0.398451586,0.410689576,0.178727559,0.175278244,0.354443737,0.498614248,0.299713321,0.232136752,0.284456587,0.146373968
Actc1,0.284934457,0.398451586,0.410689576,0.178727559,0.175278244,0.354443737,0.498614248,0.299713321,0.232136752,0.284456587,0.146373968
Pzp,2.665647787,2.676142526,2.640282603,2.713593332,2.664696328,2.655982322,2.668201441,2.641573584,2.673954568,2.60658093,-0.055647858
Lifr,0.041905717,0.098525889,0.103603588,0.162043645,0.098421073,-0.148545683,0.014187751,-0.183961348,-0.017318222,0.089088826,-0.50378872
Rpl13,-1.156862358,-1.1428351,-1.343405605,-1.635878526,-1.362542255,-1.488821072,-1.555893459,-1.409405087,-1.522803059,-1.238336205,-0.395301667
Psmb4,-0.85745856,-1.035424275,-0.949760304,-1.007565503,-0.959056543,-0.593916598,-0.720422426,-0.435099096,-1.041668812,-0.812164,0.804555133
Psmd2,-1.774098023,-1.542935546,-1.639852171,-1.342860018,-1.621601255,-1.728784853,-1.504117621,-1.258556996,-1.842037617,-1.380730598,0.143641078
Psmb6,-0.516488853,-0.003444519,-0.03734149,-0.034438973,0.006576151,0.016565438,0.080832478,-0.302186525,0.014159912,0.063746068,0.302717499
Ric8,-0.772310484,-0.631981018,-0.324252199,-1.741230701,-0.18238342,-0.591847321,-0.68567303,-0.540314065,-0.535877092,-0.439718127,0.557476847
Cps1,-0.891944307,-1.529195554,-1.702164984,-1.483180034,-0.974432701,-0.893214804,-1.165490579,-0.919621211,-1.200659026,-1.090886951,0.858046982
Psmc2,-1.566317588,-1.783925174,-1.521031558,-1.703516893,-1.677222059,-1.530814265,-1.346643436,-1.337460633,-1.529336758,-1.038929821,0.970247372
Ica,1.00405313,1.032538058,1.058327465,1.07528322,1.058568843,1.028240811,1.014345673,1.043490967,0.983655597,0.981335049,-0.108934784
