name,r1_1_1_norm,r1_1_2_norm,r1_1_3_norm,r1_1_4_norm,r1_1_5_norm,r1_3_1_norm,r1_3_2_norm,r1_3_3_norm,r1_3_4_norm,r1_3_5_norm,FoldCh_norm
Ica,1.00405313,1.032538058,1.058327465,1.07528322,1.058568843,0.855765512,0.830272371,0.810855183,0.810913229,0.819470139,-0.406947446
Qsox1,-0.047944374,-0.170162836,-0.253624097,-0.045633655,-0.13477218,-0.128414414,-0.442624234,-0.382136698,-0.179564519,-0.27903361,-0.345585519
Lap3,-0.266279137,-0.24498193,-0.242588456,-0.182853647,-0.29601845,-1.416750472,-0.492014831,-0.494420609,-0.511348114,-0.537325499,-1.021025106
Pltp,-1.042571616,-0.628547356,-0.932805305,-0.660022245,-0.595663264,-0.675787311,-0.930119923,-0.50496898,-0.637580336,-0.636200787,0.154783703
Rpl7,-1.599622015,-2.170758592,-1.140690188,-1.390582013,-1.168895567,-1.285598246,-1.223906668,-1.370047059,-1.002898968,-0.944699807,0.613475679
Il1rap,-0.533575337,-0.663127138,-0.711866455,-0.568572881,-0.620476641,-0.41909979,-0.684850709,-0.641056207,-0.509768093,-0.631180325,0.047358529
Amy2a2,-0.421647235,-0.483246005,-0.439049457,-0.516710313,-0.458713371,-0.728164255,-0.861823287,-0.934049473,-0.990759399,-0.995112468,-1.010243233
Psma2,-0.945682721,-1.425349325,-1.43836796,-1.196358872,-1.128952722,-1.011334057,-1.213170034,-1.400040173,-1.140256521,-1.180440972,-0.012284713
Katnal2,-1.354313354,-1.535165049,-1.419532913,-1.472474545,-1.410263718,-1.476818289,-1.378374409,-1.55475134,-1.584915162,-1.581486439,-0.286151567
Mug1,2.102491749,2.183146159,2.188018105,2.237086902,2.161860009,1.935751742,1.990091325,1.970783728,1.957140393,1.9467557,-0.305620134
Amy1,-0.421647235,-0.483246005,-0.439049457,-0.516710313,-0.458713371,-0.728164255,-0.861823287,-0.934049473,-0.990759399,-0.995112468,-1.010243233
Bpifa2,-1.442291945,-2.16583122,-1.577911645,-1.40742809,-1.237483361,-0.758824051,-0.652916237,-0.937628802,-0.705708973,-0.49805661,1.780313432
Colec11,-0.448535829,-0.470141975,-0.563983549,-0.418344679,-0.414437699,-0.623052364,-0.464178053,-1.568112783,-0.430675777,-1.853200483,-1.211367989
Angptl6,-0.912621279,-0.821072916,-0.847514426,-0.893748397,-0.641592287,-0.549874262,-0.555803223,-0.448029597,-0.571714832,-0.386596328,0.650147014
Cpn1,0.339934324,0.224964813,0.307374704,0.22966039,0.269167547,0.051263147,0.025365184,-0.047809716,-0.148527271,-0.054396114,-0.665831831
Ces1c,0.99026762,0.936251229,0.966859287,0.894652078,0.852813332,0.948688048,1.008362267,0.942064342,0.966279373,0.988694563,0.16722625
Cpn2,0.829318627,0.76845338,0.753161413,0.76962137,0.793670629,0.483586507,0.4609784,0.488190891,0.463962995,0.526566385,-0.602357662
Mup19,0.323612983,0.220277931,0.276770079,0.187984388,0.258775059,0.286250801,0.214979032,0.161851163,0.082990159,0.342977373,-0.05711724
Mup18,0.323612983,0.220277931,0.276770079,0.187984388,0.258775059,0.286250801,0.214979032,0.161851163,0.082990159,0.342977373,-0.05711724
Mup17,-0.637267807,-0.324624182,-0.115383415,-0.718706487,-0.314457243,-0.26203315,-0.096710765,-0.089572016,0.203908713,-0.031298979,0.779191668
H2-Q10,0.788468747,0.696664459,0.763939113,0.699045142,0.685255462,0.802361471,0.737937835,0.770430586,0.732459701,0.694823311,0.103437009
Mup12,0.323612983,0.220277931,0.276770079,0.187984388,0.258775059,0.286250801,0.214979032,0.161851163,0.082990159,0.342977373,-0.05711724
Emilin1,-1.46656199,-0.852545034,-0.929039891,-1.02602781,-0.783617703,-1.005996122,-0.907339653,-0.973954575,-1.604287369,-0.936769331,-0.235067624
Hba-a2,1.405065931,1.302183399,1.281388349,1.329268991,1.354752118,1.438405321,1.43284389,1.384984215,1.335628884,1.342247408,0.220896751
Tcn2,-1.536616574,-1.691983197,-1.730323153,-1.164753219,-1.835547411,-1.67523294,-1.658457134,-1.60546456,-1.763006496,-1.722402774,-0.329284747
Man2b1,-0.897750093,-0.888765491,-0.732719828,-1.14887742,-0.74995759,-0.802031203,-1.096454607,-1.260378811,-1.254349174,-1.101554794,-0.55316757
Cir1,-1.079414832,-1.125193827,-1.038093297,-1.240783544,-1.098898488,-1.255689021,-1.024424055,-1.82966354,-1.231746528,-1.298711336,-0.558420307
