name,r1_1_1,r1_1_2,r1_1_3,r1_1_4,r1_1_5,r1_2_1,r1_2_2,r1_2_3,r1_2_4,r1_2_5,FC_r1_2,r2_1_1,r2_1_2,r2_1_3,r2_1_4,r2_1_5,r2_2_1,r2_2_2,r2_2_3,r2_2_4,r2_2_5,FC_r2_2
Gapdh,-0.225294158,-0.238049305,-0.191566387,-0.205942099,-0.220926919,0.0853307,0.058910912,0.125844842,0.114737478,0.025261833,2.178746028,-0.668846132,-0.387207735,-0.201301144,-0.549000776,-0.543169619,-0.253179633,-0.179072898,-0.408189221,-0.076603782,-0.302641275,0.88067364
Mfap4,-0.531245656,-0.506445981,-0.541407683,-0.411302272,-0.496205588,-0.45752073,-0.375545225,-0.364479982,-0.451617961,-0.16626088,0.959392534,-0.520735673,-0.497248014,-0.464782329,-0.518345098,-0.478111501,-0.246649006,-0.246729064,-0.188470955,-0.156405018,-0.157796719,1.159595906
Reln,-0.107157698,0.00599934,0.067455747,-0.075859925,-0.046096694,0.051880709,0.012123309,-0.475678793,-0.046651673,-0.006795938,-0.462025253,-0.520349873,0.145291527,0.043558502,-0.165662321,-0.415524403,-0.339589123,-0.423594757,-0.443081354,-0.129674596,-0.356471794,-0.620767834
Amy1,0.064424756,0.041539491,0.061440897,0.029110095,0.046997289,-0.02371469,0.030926148,-0.005335224,-0.168925106,0.019613536,-0.570773867,-0.493373124,-0.502584227,-0.518334662,-0.434169003,-0.258624231,-0.516167137,-0.410735455,-0.430375144,-0.225096438,-0.130951927,0.376585067
Amy2,0.064424756,0.041539491,0.061440897,0.029110095,0.046997289,-0.02371469,0.030926148,-0.005335224,-0.168925106,0.019613536,-0.570773867,-0.493373124,-0.502584227,-0.518334662,-0.434169003,-0.258624231,-0.516167137,-0.410735455,-0.430375144,-0.225096438,-0.130951927,0.376585067
C1sb,-0.454881408,-0.660758313,-0.599425434,-0.500615912,-0.499989018,-0.08533615,-0.518609613,-0.196924502,-0.314918104,-0.739095238,1.232121055,-0.473782547,-0.33686183,-0.338244688,-0.21029076,-0.166459976,-0.162348389,-0.228080047,-0.144899414,-0.000959642,-0.495887404,0.379706121
Lcat,-0.145772207,-0.073674094,-0.623050517,-0.416420729,-0.481158816,-0.537056799,0.001128855,-0.081480634,0.015449228,-0.445461131,0.997236965,-0.45096805,-0.253589495,-0.400217652,-0.437730402,-0.2909074,0.030435479,-0.11250147,0.29117824,0.241170648,0.028322036,1.820510782
C2,0.267587927,0.18732184,0.268143364,0.195308793,0.200428655,0.039310094,0.02995963,0.049264448,0.030012425,0.033158399,-1.363820018,-0.420368194,0.043812927,0.11588124,0.012025658,-0.013309943,-0.453391032,-0.323530969,-0.255387359,-0.133813523,-0.444067294,-1.069199512
Saa1,-0.676701718,-0.509054875,-0.483702987,-0.424755789,-0.54007027,-0.418222734,-0.525677739,-0.27939607,-0.46129924,-0.426906474,0.741575966,-0.406764201,-0.434000244,-0.415693505,-0.279189338,-0.369720871,-0.312834074,-0.999815085,-0.229889493,-0.059167474,-0.179840141,0.087783286
Saa2,-0.165161264,-0.328935908,-0.323406801,-0.333882358,-0.340061481,-0.201555043,-0.476275864,-0.436034296,-0.51765939,-0.296057526,-0.660464953,-0.406764201,-0.434000244,-0.415693505,-0.279189338,-0.369720871,-0.312834074,-0.999815085,-0.229889493,-0.059167474,-0.179840141,0.087783286
Psmb3,-0.641315028,-0.282175158,-0.403979311,-0.232336665,-0.231136962,-0.420898437,-0.675100735,-0.411887182,-0.383651858,-0.403210639,-0.75580131,-0.395055128,-0.288384395,-0.254973056,-0.294927642,-0.128812027,-0.026648961,-0.218489505,0.02358363,-0.139384178,-0.22252247,0.608386484
Vcp,-0.19026174,-0.284948734,-0.061890131,-0.09360598,-0.152614028,0.159557365,0.200268521,0.297413875,0.228853845,0.218382033,2.765159707,-0.386069775,-0.01843025,-0.084157857,-0.398025108,0.071026988,0.292215844,0.30788376,0.017515746,-0.002384102,0.072596792,1.185518636
Pf4,-0.059594109,-0.057380576,-0.14264206,-0.191437526,-0.198078531,0.297867482,0.287897057,0.356990889,0.027538197,0.265837554,2.761354697,-0.379120518,-0.424378908,-0.369664953,-0.291424447,-0.469043821,-0.599690356,-0.611967161,-0.210342774,-0.194911458,-0.556049082,-0.20097451
Pigr,0.076577053,-0.004673973,-0.037140279,0.024650881,-0.028575663,-0.049695937,-0.102860401,-0.119453426,-0.075701671,-0.08545339,-0.682376691,-0.355281279,-0.44005717,-0.367464924,-0.302978077,-0.420417995,-0.113812914,0.05698073,-0.510766774,-0.174186539,0.087211701,0.962485624
Mup17,-0.038183975,0.115041719,0.212048485,-0.06385301,0.115272918,-0.027796187,-0.093412869,-0.158154848,-0.054140895,-0.200112599,-1.280766502,-0.33547407,-0.126100374,-0.169015754,-0.386995321,-0.421505729,0.097867523,0.086901331,-0.142967849,0.077495868,0.34916826,1.503323085
Psmb4,-0.142967547,-0.214329043,-0.176201978,-0.196792315,-0.189812371,-0.00710705,-0.055708817,0.053252414,-0.217087529,-0.114026408,0.841381271,-0.328595401,-0.377980406,-0.400259139,-0.275920176,-0.359556979,0.022817219,-0.292400794,-0.075045346,-0.107117017,-0.306505499,0.768513607
Aldoa,-0.288910734,-0.218495597,-0.219707867,-0.232279448,-0.207035298,-0.173134039,-0.19180837,-0.164311643,-0.187147893,-0.022107735,0.616005198,-0.315856718,-0.390685268,-0.192299695,0.146017684,-0.065536919,0.231213028,0.166476288,0.102183296,-0.212299315,0.09927415,0.947646271
Prdx2,0.02153191,-0.050832956,-0.116985217,0.092444616,-0.601341709,0.069455605,0.072226977,0.014955516,0.192495757,0.057890574,1.548907595,-0.312070529,0.157117828,-0.00897374,-0.288052214,0.107354637,0.194314381,0.105421876,0.423439318,0.232691721,0.162125608,1.157764773
Lrp1,-0.115997297,-0.023161588,-0.127986663,-0.163947125,-0.140511027,-0.204918819,-0.224084671,-0.179307027,-0.192611402,-0.154275438,-0.569880799,-0.31034356,-0.345110262,-0.072934416,-0.488524899,-0.373788367,-0.187112864,-0.221447992,-0.245786095,-0.074186076,-0.225814529,0.494944179
Saa4,0.070206292,0.029345664,0.007920982,0.069322627,0.057417247,0.027291667,0.114282821,0.185741089,0.083090034,0.087463094,0.391511368,-0.274116144,-0.357522679,-0.32894673,-0.205012323,-0.126431851,-0.029812875,-0.018812793,-0.322856154,0.339400226,0.349294739,1.264232514
Apoc4,-0.136006332,-0.160786653,-0.107430254,-0.315676078,-0.21956558,-0.162423816,-0.13097182,-0.063569514,-0.106406494,-0.153032813,0.463036188,-0.261042778,-0.434728299,-0.098304907,-0.057975172,0.171911284,-0.13467712,-0.514659457,-0.198175717,-0.267985272,-0.363702759,-0.638586723
Apom,-0.160630754,-0.283918549,-0.307020325,-0.194461334,-0.21430157,-0.151704945,-0.215098264,-0.060992506,-0.106741649,-0.19206132,0.624322457,-0.247012823,-0.487629126,-0.367488108,-0.250470179,-0.539453397,-0.328968706,-0.373535593,-0.191072852,-0.251473168,-0.060375635,0.532931354
Apoc2,-0.00113417,-0.051892859,-0.083259491,-7.69214E-05,-0.050851444,0.106497906,0.078322436,0.187389643,0.114218728,0.151750542,1.210788458,-0.226250244,-0.197852313,-0.198522738,-0.157373004,-0.083709829,-0.086049902,-0.064429983,0.047226952,-0.324999998,-0.268192104,0.127196163
Psmb5,-0.099474405,0.032323543,-0.017938789,0.133437044,0.070115213,0.193575603,0.126508171,0.036614568,-0.304683574,0.137088299,0.107416527,-0.226003186,-0.379457317,0.057683589,-0.238853494,-0.343428719,-0.483716802,-0.33835492,-0.314760428,-0.220183505,-0.213413598,-0.355078495
Serpina6,-0.531452315,-0.499398127,-0.421636565,-0.419154718,-0.416602028,-0.4188231,-0.300041207,-0.027724124,-0.200678519,-0.334565407,1.456627515,-0.210483584,-0.285497872,-0.316033307,-0.45726656,-0.248652933,-0.381482914,-0.079704797,0.061877966,-0.155632224,-0.316820134,0.502748728
Psmb1,0.167739572,-0.008050554,-0.003921875,0.13117945,0.061085162,-0.230530705,-0.220114076,-0.194224431,-0.193034042,-0.282533537,-2.152583051,-0.210330238,0.016031825,-0.061268041,0.021960469,0.12899909,0.21953757,0.145380246,0.338830739,-0.236647159,0.096807215,0.529434511
Proz,0.097017857,-0.05772232,-0.117718976,-0.075203171,-0.265610143,0.136176466,-0.090261232,0.090083525,-0.082823702,-0.013491626,0.667088685,-0.179998129,-0.19715852,-0.195588146,-0.437263552,-0.27913371,-0.290637185,-0.097647219,-0.437928106,0.158846325,0.134248509,0.590678515
C1sa,0.150054223,0.147835535,0.16349908,0.157871297,0.190541557,-0.140143587,-0.102689477,-0.303465204,0.099059154,-0.068280111,-1.939616112,-0.16407082,-0.045149248,0.184268818,0.005562513,0.142587285,-0.098592086,-0.06376702,0.101049629,-0.073494438,0.171032114,-0.067524563
F10,0.083791671,0.123762385,0.139977936,0.128969123,0.1042965,0.128847313,0.123527458,0.170668943,0.095576998,0.076851663,0.029113411,-0.158292349,-0.26356568,-0.256763096,-0.2269567,-0.132995805,0.126789388,0.061173032,-0.015305219,-0.266632277,-0.419959258,0.408178095
Tcn2,-0.466162783,-0.518565515,-0.539411807,-0.269133576,-0.604650657,-0.549846065,-0.511752989,-0.396816254,-0.544772393,-0.579107214,-0.295579035,-0.119086854,-0.131326461,-0.218919676,-0.157240831,0.117816506,-0.210857307,0.145124514,-0.170639177,-0.158506581,-0.108549546,-0.00067337
Serping1,-0.03165945,-0.048206727,0.00563185,-0.192326881,-0.032000127,0.000817527,0.020028839,0.100651086,0.046772607,0.045977578,0.749568473,-0.118329859,-0.007845924,-0.084397017,0.014601215,0.141402648,0.184810569,0.253362018,0.344051381,-0.123225766,0.230485512,0.747433102
Orm1,-0.30958403,-0.42479266,-0.368265134,-0.462642316,-0.340414237,-0.383413891,-0.28791669,-0.473592818,-0.283126494,-0.771580315,-0.456439518,-0.080562897,-0.211414933,-0.35723595,-0.257497181,-0.036271062,0.490937633,-0.026305366,0.417606111,0.492372178,0.636415732,2.333964432
Psma4,-0.054016772,-0.141131413,-0.115218254,-0.156532516,-0.181808293,-0.189635441,0.248263657,-0.077164907,-0.116670597,-0.101075844,0.597680165,-0.074201467,-0.09625747,-0.132074065,-0.151791417,-0.113209464,-0.243409042,-0.387330557,-0.224221161,-0.289132927,-0.425627911,-0.796583421
Serpina10,0.143532159,0.043220971,0.089620736,0.033175008,0.032330599,0.002937336,-0.029311553,0.135739822,-0.007569224,0.034606082,-0.297204599,-0.064732951,-0.036029597,-0.07105042,-0.001773702,0.229192953,0.170432325,0.035500485,-0.002956439,-0.118469088,0.130345739,0.125776197
Azgp1,0.385809265,0.278353313,0.38967897,0.199714521,0.276348153,0.199314899,0.243399094,0.28956588,0.24972583,0.245560166,-0.427265965,-0.057522032,-0.079518328,-0.023384354,0.040228251,0.127845946,0.331659141,0.223875313,0.240281192,0.233895729,0.307665194,1.052142317
Serpinf1,0.135340829,0.086493702,-0.046348778,-0.043571982,0.055770226,0.234364629,-0.033550216,-0.010500206,-0.002490156,0.115531449,0.168865016,-0.050941536,-0.042032684,-0.124419722,0.003376199,0.006652034,-0.249555799,0.19364444,-0.11537956,0.03408134,-0.466350423,-0.317414518
Krt10,-3.174955039,-3.199466481,-3.194775671,-3.203584922,-3.184752226,-3.199686225,-3.209235555,-3.168698506,-3.195861952,-3.191493869,-0.193054834,-0.010755112,0.06233978,0.02337266,0.062470927,0.00373526,-0.008304055,-0.447280838,-0.287826825,-0.190598107,0.050576256,-0.809256012
Serpina1c,-0.669346866,-0.433292926,-0.444129456,-0.62889823,-0.489360387,-0.688649075,-0.103755599,0.17860101,0.132111289,-0.755711055,2.073154724,0.001853348,0.039877761,0.005721183,0.044563287,0.149517047,0.696171942,0.301631061,0.824719913,0.871263923,0.909503617,2.664205289
Hspa1a,-0.308353916,0.015216526,-0.127752801,0.045435669,0.021431192,0.167926657,0.115757192,-0.36035555,-0.068978869,0.139886662,0.505373022,0.00351338,0.044268115,0.02862442,-0.155425572,-0.396843966,-0.199259106,-0.151617501,-0.259414161,-0.149822948,-0.200899439,-0.385272595
Hspa1b,-0.308353916,0.015216526,-0.127752801,0.045435669,0.021431192,0.167926657,0.115757192,-0.36035555,-0.068978869,0.139886662,0.505373022,0.00351338,0.044268115,0.02862442,-0.155425572,-0.396843966,-0.199259106,-0.151617501,-0.259414161,-0.149822948,-0.200899439,-0.385272595
Hspa1l,-0.308353916,0.015216526,-0.127752801,0.045435669,0.021431192,0.167926657,0.115757192,-0.36035555,-0.068978869,0.139886662,0.505373022,0.00351338,0.044268115,0.02862442,-0.155425572,-0.396843966,-0.199259106,-0.151617501,-0.259414161,-0.149822948,-0.200899439,-0.385272595
Hspa2,-0.308353916,0.015216526,-0.127752801,0.045435669,0.021431192,0.167926657,0.115757192,-0.36035555,-0.068978869,0.139886662,0.505373022,0.00351338,0.044268115,0.02862442,-0.155425572,-0.396843966,-0.199259106,-0.151617501,-0.259414161,-0.149822948,-0.200899439,-0.385272595
Hspa5,-0.308353916,0.015216526,-0.127752801,0.045435669,0.021431192,0.167926657,0.115757192,-0.36035555,-0.068978869,0.139886662,0.505373022,0.00351338,0.044268115,0.02862442,-0.155425572,-0.396843966,-0.199259106,-0.151617501,-0.259414161,-0.149822948,-0.200899439,-0.385272595
Hspa8,-0.308353916,0.015216526,-0.127752801,0.045435669,0.021431192,0.167926657,0.115757192,-0.36035555,-0.068978869,0.139886662,0.505373022,0.00351338,0.044268115,0.02862442,-0.155425572,-0.396843966,-0.199259106,-0.151617501,-0.259414161,-0.149822948,-0.200899439,-0.385272595
Apcs,0.000856154,-0.013278248,-0.000501788,0.000736559,0.026551119,-0.228953202,-0.062441244,0.003815287,-0.141718457,-0.144562823,-0.861076883,0.017718587,0.070529478,-0.091426614,0.012711988,0.193205675,-0.221507902,0.011542915,-0.033431847,-0.226797068,0.306781048,-0.288361171
Serpina3n,-0.035931636,-0.115572419,-0.100393338,-0.056316503,-0.066305624,-0.114939356,-0.206936964,-0.048588751,-0.082823702,-0.14046044,-0.325611377,0.0408057,0.069709652,0.019653477,0.131921238,0.247021857,0.444695724,0.080051116,0.632976249,0.59661816,0.490276275,1.377544774
Cfd,-0.15756162,-0.101922465,0.009728778,-0.113562361,-0.052618949,-0.059971328,-0.095307786,-0.036884382,-0.002629393,-0.016594506,0.296294086,0.044560246,0.142129689,0.085614068,0.205169404,0.292366312,0.289179887,0.351032109,0.352014725,0.368902046,0.57115877,0.924565383
Psma5,0.168852826,0.129305822,0.163463197,0.15047659,0.137625709,0.160523385,0.12436855,0.290957342,0.238021303,0.203678041,0.402957071,0.066840466,0.183593326,0.109476387,0.167212676,-0.365097396,0.387961354,0.111277039,0.209920114,-0.318328294,0.26531171,0.39579141
Thbs1,0.016083736,0.047565827,0.061820769,0.019888167,0.071276574,0.46561033,0.444807496,0.426685859,0.452145516,0.53464371,3.096639471,0.071072089,0.218367424,0.02868543,0.147392769,-0.536358564,0.376856874,0.314047983,0.324620195,0.344377356,0.269044637,1.347859376
Thbs1,0.016083736,0.047565827,0.061820769,0.019888167,0.071276574,0.46561033,0.444807496,0.426685859,0.452145516,0.53464371,3.096639471,0.071072089,0.218367424,0.02868543,0.147392769,-0.536358564,0.376856874,0.314047983,0.324620195,0.344377356,0.269044637,1.347859376
Mmrn1,-0.438835801,0.161861903,0.039517196,-0.021353031,0.134664548,0.207616248,0.163350226,-0.370440607,0.025704705,0.176687775,0.477152075,0.084949914,0.079521873,0.094958394,-0.530457734,-0.317688912,-0.043200056,-0.41955759,-0.039469643,-0.042999372,-0.183176769,-0.110158896
Angptl6,-0.16921818,-0.115002846,-0.128625146,-0.144411166,-0.039558291,-0.149889025,0.036024348,0.032309807,-0.148914419,-0.065130571,0.438272045,0.103733598,0.20009998,0.095540432,-0.480776401,0.158304919,-0.074804187,-0.513082648,-0.13565558,-0.342418136,-0.545612787,-1.333854236
Il1rap,0.011160819,-0.041813883,-0.065505723,0.005241795,-0.029564373,0.002565505,-0.021911417,0.110633793,0.028947817,0.018911183,0.380998424,0.109504768,-0.05876326,0.084557371,0.088066436,0.183257391,0.085636781,-0.017439599,-0.268755476,-0.452330464,-0.054851529,-0.880572684
F5,0.118376327,0.061516664,0.075263545,0.054984731,0.090344016,-0.176994413,-0.659155642,-0.490397591,0.024802746,-0.081187698,-2.618712204,0.111421595,0.0571296,0.038819228,0.088047034,0.13408043,0.179373611,0.107803452,0.007280255,-0.228678179,0.043996957,-0.250557588
Colec11,0.05162911,0.04761164,0.003306834,0.074380135,0.06795272,-0.001314635,-0.037123628,0.020403177,0.052690793,0.04775802,-0.235362801,0.114057688,-0.01892704,0.179095151,0.030067896,0.035389771,0.129521146,-0.003495559,0.199186387,0.152255776,0.095643611,0.187401727
Lap3,0.138360759,0.15194637,0.152857708,0.182758313,0.123999897,0.13638647,0.034403647,-0.273760769,-0.053022071,0.002970705,-1.321373129,0.117275522,0.165098287,0.371969207,0.113945692,-0.024253903,0.168189459,0.204531821,-0.058406205,-0.188303952,-0.439538153,-0.832736593
Pltp,-0.231058472,-0.025790293,-0.168312514,-0.036845224,-0.017820339,0.046906076,0.055301839,-0.022595695,0.078624595,0.015311007,0.955013795,0.123469002,0.182752698,0.06133322,-0.167650981,-0.07179684,0.025259263,0.177916339,-0.284019054,-0.060430834,-0.107589513,-0.297405919
